message,comment_author,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,,,
"Try being denied a medically covered benefit in California, for breast Cancer. In California medical is dependent upon your color and national origin....Americans keep out of America, its for illegals only. California is leading the charge to keep Americans out of state. Medical benefits are for illegal people by the thousands a month. Housing, education, jobs, while Americans line the streets homeless. What if Blacks had all that protection and government shut downs for our rights....oh, still American!",0,2018-02-24 16:27:58,1,1,0,0,0,0,0,0,,,
Donna Yurek Akers Ditto for the Mexicans.  They are given all the information they need on how to take advantage of the government and get their freebies.  There pamphlets being passed out in Mexico to entice them.,0,2018-02-24 16:37:42,5,3,0,0,1,1,0,0,,,
True nailed it,0,2018-02-24 16:37:57,1,1,0,0,0,0,0,0,,,
Not All Cubans dear.... 😏,0,2018-02-24 16:43:12,2,2,0,0,0,0,0,0,,,
I agree. I’ve been working two- three jobs to put my two kids in college. I can’t even get a help from the government coz my income tax is beyond poverty. What’s the deal??? Whom U know or what U know???,0,2018-02-24 16:55:34,3,3,0,0,0,0,0,0,,,
"This post is really sad. My husband and I have seen the mooching first hand. Because it’s normal to have 4 families of Mexicans living in an 800sf townhome and loading up the public school with 20+ kids?  Moved away from there and now it’s in rural Wisconsin due to the mega dairy farms not being able to find help. 3 kids in my daughters class that can’t speak a lick of English and we as tax payers pay for an interpreter to sit there every day and all day long helping them. Been all school year now - daughter still cannot communicate with them to play on playground together. Seriously 5 generations ago my family came from Norway only knowing how to say “coffee”. They were forced to learn English and integrate into American culture. No special favors. 

I’m sorry for the DACA people. They are being screwed but read the fine print it’s call “Deferred Action” so in my mind when you committed to the move here that meant a 50/50 chance of having to go back to your homeland. You can thank President Obama for that. Sorry but it Happens to people all the time - know a bunch of Irish men that can’t get green cards renewed. Again, thank you Obama.  Do they protest and throw a fit?  No. They complied with the law and keep reapplying to come back. Talk to any of them - they thank us for the opportunity, say how it sucks to not be here vs overstaying their visas, marching on the streets, and playing the victim card.",0,2018-02-24 17:00:56,1,1,0,0,0,0,0,0,,,
"Mexicans are the only uneducated people that we need in this country . They come here to work the fields and gardens , unlike Europeans , Arabs Asians , Australians , Africans and  South Americans . 
Those don’t work the fields only take advantage of the system . 
So I say allow Mexican immigrants only . We do need them in this country .",0,2018-02-24 17:19:04,1,1,0,0,0,0,0,0,,,
"I know a Cuban guy who has 3 babies by 3 different women and he doesn't support any of them!  He doesn't work either, so I guess he must be drawing money from our Government.  They can't find him to serve him with child support papers.  He's a jerk, if you ask me!!",0,2018-02-24 18:39:45,0,0,0,0,0,0,0,0,,,
"Donna Yurek Akers -and you have no ides what you are talking about, you just think you do because if you did any research on reputable sites you would see how wrong you are but you have no critical thinking skills. That's why trump loves the uneducated. SAD!",0,2018-02-24 18:42:57,2,2,0,0,0,0,0,0,,,
"That's because  Cubans received special class status because most are republicans, why wouldn't they want them to come here!",0,2018-02-24 19:27:50,0,0,0,0,0,0,0,0,,,
"800,000 illegals need to be accounted for by HIllary Clinton and her zionist funders",0,2018-02-24 19:52:13,2,1,0,0,0,0,1,0,,,
"Ummm Cubans aren’t illegal the minute they step foot on US soil they are granted special status,  thanks to the Republican Party lol",0,2018-02-24 20:29:32,3,3,0,0,0,0,0,0,,,
"Misty, we supported the illegals before they got into the unconstitutional DACA prngram. DACA people are still illegals. Do you need any more educating on thd subject ?",0,2018-02-24 21:01:18,1,1,0,0,0,0,0,0,,,
Cubans were robbed and trying escape Castro's communism.,0,2018-02-24 21:14:03,0,0,0,0,0,0,0,0,,,
Melma Hawkins lies,0,2018-02-24 21:15:02,0,0,0,0,0,0,0,0,,,
"When I was young I went to Miami and was looking for work . The Cubans were working for 25 cents an hour and it made it difficult for me to earn a decent wage .  These people were hard working and doing jobs most Americans wouldn't do , except me , through their hard work and determination they have a great culture added to our country .  I don't fault them for that ! The same is happening with the Haitians these days,  I wish them well ! I wonder what the Trump family are paying all the Haitians who are working there instead of Americans and why?",0,2018-02-24 21:18:48,3,3,0,0,0,0,0,0,,,
"Victoria A. Deobald 800,000? where did you find this at? I want to read that story.",0,2018-02-24 21:32:14,0,0,0,0,0,0,0,0,,,
Oh BS!,0,2018-02-24 21:50:04,0,0,0,0,0,0,0,0,,,
I don't hear any talk on taking care of us citizens  vets homeless  illegals have more rights that's B's daca people also first  us,0,2018-02-24 22:01:32,4,4,0,0,0,0,0,0,,,
"Michael Hopping 🙄I come from hard working Cubans who didn’t once asked for a hand out no matter how tough it was,they always remained focused on doing their best for our family and friends! Legally!",0,2018-02-24 22:48:23,3,2,1,0,0,0,0,0,,,
Carmen Viviana Soto you totally miss the point.,0,2018-02-24 23:05:34,0,0,0,0,0,0,0,0,,,
Lola Tortola no hate.  Just logic.,0,2018-02-24 23:06:48,1,1,0,0,0,0,0,0,,,
Te felicito por tan acertado y exelente reflexiones soy Hondureña estado en tu país en Miami y es muy cierto el abuso de la  gente de nuestros países pero también te diré ustedes lo estan permitiendo porqué conozco muchos que se nunca se hicieron cargó de un hijo pero como les dicen que si van con un niño los dejan quedar cogen un niño y se van mintiendo y luego me cuentan que les dan muchos beneficios y es por eso que aca la gente se engancha para irse para la USA yo me quedo con asombro porqué conozco casos de gente que lo que va es huyendo de lo malo que an echo aca y aya les reciben y les creen solo te diré conozco un caso de uno que yo se su historia y ahora me cuenta que le están dando $600 en cupones de comida por mes y me quedo asombrada asi que tienen un gran reto en arreglar eso a la gente no se le puede dar nada gratis porqué se acostumbran,0,2018-02-24 23:34:32,1,1,0,0,0,0,0,0,,,
Yea but buying an arsenal of military weapons  is normal🙄,0,2018-02-24 23:56:24,0,0,0,0,0,0,0,0,,,
Michele Duvaneau no they dont!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0,2018-02-24 23:58:12,0,0,0,0,0,0,0,0,,,
Russians did the same in Brooklyn with the help of Chuck Schumer. I worked a few blocks from his office.,0,2018-02-25 00:06:38,1,0,0,0,0,1,0,0,,,
"Shut down welfares ,only left is disability, welfares make people lazy.",0,2018-02-25 00:11:39,0,0,0,0,0,0,0,0,,,
Best you don't do the low income jobs they do to feed family,0,2018-02-25 00:55:10,0,0,0,0,0,0,0,0,,,
"Pat Fritz~
Call Social Security and see if you qualify for Medicaid to cover the Medicare cost, plus for food supplement. It may, depending on your disability, cover more than you anticipate. It's worth the try! 💔",0,2018-02-25 01:26:52,0,0,0,0,0,0,0,0,,,
You do know Cubans are literally the only Latinos who worship your orange god right??,0,2018-02-25 01:33:23,1,0,0,0,1,0,0,0,,,
"Michael Hopping~ 
Gracie Smola is Cuban, and I have worked as a Teachers Assistant for many years among Cubans, South Americans, and Mexicans. I must admit, the great majority of Cubans did NOT ask for government subsidies OR handouts. They are a very proud and VERY hard-working people, who came from a VERY oppressive country! Fidel Castro was a horrid dictator, and the people were very impoverished, and lived in constant fear of their lives. It was a very different life than others who came into this country illegally to take from our poorest citizens! I will attest to what Gracie has said.",0,2018-02-25 01:37:12,0,0,0,0,0,0,0,0,,,
"Donna Yurek Akers. The Cubans that came to Miami, nearly two million of them, were running away from Cuba or simply left the island with their money and their investments to get away from the Fidel Castro Government. They did settle in Florida, the US Government encouraged their arrival in the US, called them refugees from a commie Government, eased their access to Landed Immigrant status, green cards and social security and further assisted them by passing the wet-foot/dry foot law that allowed them to stay in the US once they set even one foot in any of the beaches in Florida. Their arrival was a US ploy carried out by every Government-of-turn at the White House who used the Cubans as convenient stoolies for the US anti-communism propaganda against Castro and similar Government out-favor with the US elsewhere in this Hemisphere. Some Cubans became millionaires as heads of the US Government-approved Radio and TV stations working out of Miami and aiming non-stop diatribes to Cuba on daily political tirades. Funny, Haitians who made the same dangerous cross from the island to Florida got the opposite treatment. They were immediately returned to Haiti. Now Trump is playing games with DACA. Not a word mentioned about returning Cuban to the island. And yes, US taxpayers have funded their trips and their stay in the US to this day. Cubans, not Haitians.",0,2018-02-25 01:41:31,1,1,0,0,0,0,0,0,,,
Pat Fritz I'm really sorry that youve been made to believe that your situation is a result of illegals taking from the system. I think you should have more benefits available to you but taking away benefits that dont exist from others isnt going to give you anything. Equality is in getting the upper 1% to pay equitable wages and taxes. Instead they're getting massive handouts.,0,2018-02-25 02:52:07,0,0,0,0,0,0,0,0,,,
Can't support illegals since they don't draw any govt funds. The ones who took from social security is our govt and they dont want to nor can't repay what they borrowed. Blaming illegals for social security going broke isn't their fault since the majority pay into it and will never be able to draw from it. Maybe if you did your own research from reputable sources you would know this and not be so misinformed.,0,2018-02-25 03:01:16,1,1,0,0,0,0,0,0,,,
President Trump is playing the left like a harp. He purposely winds them up to distract them and they take the bait everytime! Then in the background he gets something big done and pushes it through. Amazing how much has been accomplished already with such fierce resistance from the far left loons.,0,2018-02-24 12:40:45,505,443,37,0,23,1,1,0,,,
He is very GOOD...I noticed that also...,0,2018-02-24 12:52:48,14,10,2,0,2,0,0,0,,,
"He's no dummy, that's for sure.....think of the empire he built with and for his children....the kids are smart cookies too......a lot of people probably can't deal with that.....but too bad.",0,2018-02-24 12:57:56,24,19,3,0,2,0,0,0,,,
'he's no dummy' 😂😂😂😂 the man can't even put a few coherent sentences together. The man is an idiotic buffoon. He's just got at manipulating and pissing ppl off. I'll give him that.,0,2018-02-24 13:00:31,0,0,0,0,0,0,0,0,,,
Whatever you say Russian Bot very little has been accomplished by democratic process. And Mueller is on your tail,0,2018-02-24 13:00:43,6,3,0,0,3,0,0,0,,,
Biggest Crybaby hypocrisy ever please don't like me whine they mean to me whine big Crybaby Fake news no we laughing at him lol hypocrite,0,2018-02-24 13:01:50,0,0,0,0,0,0,0,0,,,
President Trump is playing 3D chess while the left is playing checkers LOL,0,2018-02-24 13:02:06,7,7,0,0,0,0,0,0,,,
Lilian Patrón ..Maybe you are the buffoon...Move On silly girl..,0,2018-02-24 13:02:25,1,1,0,0,0,0,0,0,,,
I am so glad it is Donald J. Trump that is doing it to them. But truth be told it wouldn't have mattered who beat Hillary the leftards would still be doing the same thing.,0,2018-02-24 13:02:52,3,3,0,0,0,0,0,0,,,
Jake Chrisman having bad day are you. Lol.  Well seven more years snowflake,0,2018-02-24 13:02:56,8,8,0,0,0,0,0,0,,,
prison for trump,0,2018-02-24 13:04:38,6,3,0,0,0,0,3,0,,,
"Like SNEAKING unfair tax "" plans"" through?! THAT'S nothing to be PROUD of!!!",0,2018-02-24 13:05:11,5,3,0,0,2,0,0,0,,,
"President Trump is better at the left's games than they are.  They used this ""shiny object"" approach with Obama all the time but our President has turned It on them ""big league"".  He is so much better at it than they are and is getting really big things done for the American people while they are off making fun of his hair or pushing the rabbit hole of Russia, Russia, Russia.  He is a very smart man who totally manipulates the fake news media.  I love it.  MAGA Mr. President!!!",0,2018-02-24 13:08:07,3,3,0,0,0,0,0,0,,,
"Jake Chrisman The man is five steps ahead of these cretinous frauds.The media is attempting to discredit our president at every step.These frauds actually believe there a privileged group. They are the parasitic bottoms feeders that disseminate doctored opinions that There masters promote.Independent  journalism is a thing of fiction. Unethical propaganda is the direction of the major media outlets today. A few large media giants pick the winners and losers. They picked a fraud whose lack of integrity and corrupt political agendas failed miserably. This wasn't the plan , it was never supposed to happen . All the  decades of planning where in place to create a socialist state and Globalist hegemony.Then fate stepped in , whether through some divine action or pure luck we got the WILD CARD . A brash over the top individual who loved the country. His  lack of eloquent  erudite speech and his personal style is refreshing to the American people . He is in effect the only person who could thwart the cartels plans.His earnest approach is sublime and effortless for him. The social warriors are girding themselves for war. The toadies are in attack mode now. The resolute corruption is obvious and transparent. Truly Donald J Trump is the apex figure they will attempt to destroy.They will fail and never return to the influence they once Knew.President Trump has shown his mettle  with the proper response to False Russian conspiracies.He is making every To build  wall to preserve American sovereignty against the socialist frauds..GOD BLESS DONALD TRUMP AND AMERICA.",0,2018-02-24 13:08:58,1,1,0,0,0,0,0,0,,,
"Jake Chrisman, you'd better stick with the car racing ... politics are not your strong point!",0,2018-02-24 13:09:46,0,0,0,0,0,0,0,0,,,
Lilian Patrón You are a real hater.  Folks like you will be relegated to a rubber room by the time he serves out his eighth year.  😂😂😂,0,2018-02-24 13:09:49,1,1,0,0,0,0,0,0,,,
"Tim Wille, prison?  On what grounds?  BTW, the Fabio look is ""out"" ... just sayin'.",0,2018-02-24 13:11:37,1,1,0,0,0,0,0,0,,,
"Judy Johnson I'm proud of his tax plans.  It's saving me $34 a week, how much are you saving?",0,2018-02-24 13:17:18,3,3,0,0,0,0,0,0,,,
Well said.,0,2018-02-24 13:21:48,2,2,0,0,0,0,0,0,,,
That's the difference in s smart business man and a lifetime politician. Lol,0,2018-02-24 13:24:51,6,6,0,0,0,0,0,0,,,
"Derek, ""playing the left like a harp""?

Really?

So explain 32 new charges against Trumpy's former campaign manager and deputy campaign manger. 

He's doing a heck of a job.",0,2018-02-24 13:25:50,2,2,0,0,0,0,0,0,,,
"Jake Chrisman Mueller needs to do his job and go after Hilary and obama, that's the low down dirty dogs!!!",0,2018-02-24 13:26:44,3,3,0,0,0,0,0,0,,,
Rebecca Dickens do you speak English. Or are you just retarded,0,2018-02-24 13:29:52,2,0,0,0,1,0,1,0,,,
I'm glad someone else see this! TRUMP plays the left like a fine tuned fiddle! Americans are with you President!,0,2018-02-24 13:31:04,6,6,0,0,0,0,0,0,,,
Carol Corry Gonzales Don't hate me because I'm hot. lets see your fat old face,0,2018-02-24 13:33:15,2,2,0,0,0,0,0,0,,,
"Josh Kull No smart mouth I am not retarded, I am simply telling the truth something you stupid liberals know NOTHING ABOUT!!!",0,2018-02-24 13:34:36,0,0,0,0,0,0,0,0,,,
"LMFAO yea, if you're a Millionaire you can talk that way. Otherwise he FAILED on the ban, FAILED on the wall, FAILED in repealing/replcing ACA... so much he promised (these are the main lines you were supporting) and accomplished zilch.
On the other hand though Mueller already has THREE former Trump aides COOPERATING with him, Manafort got an extra 18 charges, Gates another 23, so yea, it's going...",0,2018-02-24 14:03:13,4,4,0,0,0,0,0,0,,,
Judy Johnson ... You're dumber than a bag of rocks. :),0,2018-02-24 14:26:10,1,1,0,0,0,0,0,0,,,
"You're right.  It is, however, the job of a reality show host, not a president.",0,2018-02-24 14:28:11,1,1,0,0,0,0,0,0,,,
Miguel Levy  Worry about your own country we will take care of ours !!!!!!,0,2018-02-24 14:35:46,1,1,0,0,0,0,0,0,,,
Timothy Ferris  I guess you are one of those people who have a problem seeing good in another person.,0,2018-02-24 14:36:55,2,1,0,0,1,0,0,0,,,
"Derek, you must be tone deaf to think that....it’s Mueller time now",0,2018-02-24 14:41:24,4,4,0,0,0,0,0,0,,,
"The loon was out in full force at CPAC recently. What a numbskull! Great reminder of what a clueless idiot we have in the Oval Office. 
#TRUMPSPEAK 
#FAKEPRESIDENT 
#LIARINCHIEF 
#PUTINPUPPET",0,2018-02-24 14:42:01,5,4,1,0,0,0,0,0,,,
The only thing these liberals do is parrot CNN and MSNBC...the President isn't the only one playing the liberal loons the MSMedia is too...for ratings...,0,2018-02-24 14:44:08,3,3,0,0,0,0,0,0,,,
Right,0,2018-02-24 14:47:58,1,0,0,0,1,0,0,0,,,
Robert Wietor hahahaha. This libtard thinks he’s from Star Wars.  No wonder the democrats are so screwed when this is their base.  What a pathetic joke,0,2018-02-24 14:48:40,0,0,0,0,0,0,0,0,,,
Miguel Levy full on retard you are,0,2018-02-24 14:49:03,0,0,0,0,0,0,0,0,,,
Art of the deal 2.0,0,2018-02-24 16:05:29,0,0,0,0,0,0,0,0,,,
Mueller's ringing Trump's bells if you haven't noticed!,0,2018-02-24 16:20:49,5,4,1,0,0,0,0,0,,,
Shhhhhh! Lol,0,2018-02-24 17:03:38,1,1,0,0,0,0,0,0,,,
"Judy Johnson Is your last name really Pelosi??  She is the only democrap I still see pushing that lie.  I just hope she keeps on being on television and telling her constituents not to believe their lying eyes, that there really ISN'T extra money in their paychecks.  You can fool some of the people some of the time but you can't fool all of the people all of the time (unless you are on the lunatic left).  Judy, did you send the extra money on your paycheck back to the US Treasury??  Better do that so you won't feel that white privileged guilt.",0,2018-02-24 17:37:24,3,3,0,0,0,0,0,0,,,
He’s doing the job we hired him for. I am thankful he’s President. I will vote for him again in 2020.,0,2018-02-24 18:26:55,8,6,0,0,2,0,0,0,,,
"""How much"", lmao!",0,2018-02-24 18:47:48,0,0,0,0,0,0,0,0,,,
Love how trumpites give their lord and master more credit than he deserves. Enjoy it while you can.,0,2018-02-24 18:52:45,5,5,0,0,0,0,0,0,,,
"Lisa Moore Republicans are traitors.  They LOVE Putin, a murderer.",0,2018-02-24 19:04:06,2,2,0,0,0,0,0,0,,,
Imogene Richards Talk about getting fooled.  You actually voted for a reality TV game show host?  LOL,0,2018-02-24 19:05:36,5,5,0,0,0,0,0,0,,,
"So what do we do when they keep arresting all of Trumps people, Im scared!   Those dam leftists have gotten guilty pleas from Trumps guys and are coming for Don Jr and Jarrod next, they say Jarrod is a Russian Traitor can you believe it? So what if they all made a few bucks off of Russia everybody would do the same Trump is just smart it doesn’t have to be legal he’s never been caught till now so screw them snowflakes!",0,2018-02-24 19:13:08,0,0,0,0,0,0,0,0,,,
"Janice Oubre I AM worrying about my country. Your Orange puppet is causing havoc throughout the WHOLE World, so keep your panties on.
YOU are the one being un-American, simply by following the FALSE FoxNews yadda yadda, IGNORING ON PURPOSE the News outlets, ignoring YOUR FBI, YOUR DoJ, while defending a CRIMINAL.
So, until the Putin puppet and his gang of CRIMINALS are removed, NO, i WILL NOT shut up... #TeamMueller",0,2018-02-24 19:23:58,2,2,0,0,0,0,0,0,,,
Like how he got healthcare pushed through? Oh wait 😂,0,2018-02-24 19:24:14,4,4,0,0,0,0,0,0,,,
"Many Democrats are switching over to the Republican party..they do not want to be connected to Dems who support Illegals. Dems are Complicit in allowing Illegals in our country who Murder our American citizens.
All Democrats such as Nancy P and Chuck Schumer will be held accountable for being complicit in the Murdering of American citizens by an Illegal. Trump has made this clear.
http://thehill.com/blogs/blog-briefing-room/369952-new-trump-ad-calls-democrats-complicit-in-all-murders-by-illegal",0,2018-02-24 19:37:49,1,1,0,0,0,0,0,0,,,
"Lisa Moore why please tell supporting the President, like I've done before this one means beholden? Do your children know your a bully? Or is that ok because it follows your narrative? Smh so smart...",0,2018-02-24 19:46:21,0,0,0,0,0,0,0,0,,,
I call BS on that!  Trump has gotten very little done.,0,2018-02-24 20:25:48,6,6,0,0,0,0,0,0,,,
Tim Wille on what grounds??? Keep trying...,0,2018-02-24 20:30:17,0,0,0,0,0,0,0,0,,,
So many people to threaten with lawsuits in between affairs and daily pussygrabbing.,0,2018-02-24 20:33:40,2,2,0,0,0,0,0,0,,,
"Karen Barrett well wait until you pay higher taxes, he has already proposed a 25 cent a gallon tax on gas.  There goes your measly tax break.  And then there's the road tolls to pay for infrastructure.  Foolish sheep.  You bought the snake oil from the carnival barker!",0,2018-02-24 21:20:44,1,1,0,0,0,0,0,0,,,
Ryan Jennifer Reed smart businessman?  He went bankrupt 4 times and stiffed the people who worked for him.  Get real.,0,2018-02-24 21:21:54,2,2,0,0,0,0,0,0,,,
Maryann Winfield he'll be resigning before then!,0,2018-02-24 21:24:01,3,2,0,0,1,0,0,0,,,
Diana Cantwell don't forget the millions he has to pay for ripping off college students. Trump university. Don the con never stops.,0,2018-02-24 21:29:06,3,3,0,0,0,0,0,0,,,
Trump is playing the left but he will loose.,0,2018-02-24 21:40:30,1,1,0,0,0,0,0,0,,,
"President Man-Baby demands your adulation. 

Worship him!!!",0,2018-02-24 22:42:10,1,1,0,0,0,0,0,0,,,
Crazy like a fox.,0,2018-02-24 22:54:55,1,1,0,0,0,0,0,0,,,
"While Trump insults and divides. High School kids ignore the attention seeking child in the White House and get more done in 10 days on Gun reform, than Trump who has purposed nothing but empty words. #NEVERAGAIN",0,2018-02-24 23:55:29,3,3,0,0,0,0,0,0,,,
"Oh yeah those ""big"" things he gets done, hahaha",0,2018-02-25 00:17:10,0,0,0,0,0,0,0,0,,,
"Really? What has trump accomplished ?  Did he save the Carrier jobs?  Uh... NO
Did he put the coal miners back to work?  Uh, NO
Did he do anything to put more money in your pocket? Uh, NO
The tax plan doesn’t count because it only appears you have more money when the truth is it’s phased out in a few years . 
Trump has done NOTHING. He will probably never accomplish anything, except make more world enemies. When America needs a friend , they will turn their backs on us
Trump is a big fat zero",0,2018-02-25 00:41:08,3,2,0,0,1,0,0,0,,,
A harp?  More like a one hole ocarina.,0,2018-02-25 00:52:31,0,0,0,0,0,0,0,0,,,
"What has Donald J. Trump accomplished, have you not seen the news??? He just got sponsors to drop the NRA left and right, something the Dems have been trying to do for years! ( the snake thing is so fitting)",0,2018-02-25 01:13:37,0,0,0,0,0,0,0,0,,,
And he is running over them like political road kill!,0,2018-02-25 01:25:15,0,0,0,0,0,0,0,0,,,
Yeah... something big like cutting funding to mental healthcare and education..whoop,0,2018-02-25 01:39:20,0,0,0,0,0,0,0,0,,,
Like what Derek,0,2018-02-25 02:24:06,0,0,0,0,0,0,0,0,,,
Andy McKavanagh did YOU just say that? Haha #CLUELESSLIB,0,2018-02-25 04:01:02,0,0,0,0,0,0,0,0,,,
Alonnah Watson-Ryder lol. That's all I gotta say to you.,0,2018-02-25 04:02:01,0,0,0,0,0,0,0,0,,,
"Trump supporters, see the trolls in here? They're clueless libs.",0,2018-02-25 04:02:28,0,0,0,0,0,0,0,0,,,
"TO THE LIBS Andy McKavanagh and Alonnah Watson-Ryder Trump Accomplishments (keeps growing and barely a year in)...Jobs and the economy

Passage of the tax reform bill providing $5.5 billion in cuts and repealing the Obamacare mandate.Increase of the GDP above 3 percent.Creation of 1.7 million new jobs, cutting unemployment to 4.1 percent.Saw the Dow Jones reach record highs.A rebound in economic confidence to a 17-year high.A new executive order to boost apprenticeships.A move to boost computer sciences in Education Department programs.Prioritizing women-owned businesses for some $500 million in SBA loans.

Killing job-stifling regulations

Signed an Executive Order demanding that two regulations be killed for every new one creates. He beat that big and cut 16 rules and regulations for every one created, saving $8.1 billion.Signed 15 congressional regulatory cuts.Withdrew from the Obama-era Paris Climate Agreement, ending the threat of environmental regulations.Signed an Executive Order cutting the time for infrastructure permit approvals.Eliminated an Obama rule on streams that Trump felt unfairly targeted the coal industry.

Fair trade

Made good on his campaign promise to withdraw from the Trans-Pacific Partnership.Opened up the North American Free Trade Agreement for talks to better the deal for the U.S.Worked to bring companies back to the U.S., and companies like Toyota, Mazda, Broadcom Limited, and Foxconn announced plans to open U.S. plants.Worked to promote the sale of U.S products abroad.Made enforcement of U.S. trade laws, especially those that involve national security, a priority.Ended Obama’s deal with Cuba.

Boosting U.S. energy dominance

The Department of Interior, which has led the way in cutting regulations, opened plans to lease 77 million acres in the Gulf of Mexico for oil and gas drilling.Trump traveled the world to promote the sale and use of U.S. energy.Expanded energy infrastructure projects like the Keystone XL Pipeline snubbed by Obama.Ordered the Environmental Protection Agency to kill Obama’s Clean Power Plan.EPA is reconsidering Obama rules on methane emissions.

Protecting the U.S. homeland

Laid out new principles for reforming immigration and announced plan to end ""chain migration,"" which lets one legal immigrant to bring in dozens of family members.Made progress to build the border wall with Mexico.Ended the Obama-era “catch and release” of illegal immigrants.Boosted the arrests of illegals inside the U.S.Doubled the number of counties participating with Immigration and Customs Enforcement charged with deporting illegals.Removed 36 percent more criminal gang members than in fiscal 2016.Started the end of the Deferred Action for Childhood Arrival program.Ditto for other amnesty programs like Deferred Action for Parents of Americans.Cracking down on some 300 sanctuary cities that defy ICE but still get federal dollars.Added some 100 new immigration judges.

Protecting communities

Justice announced grants of $98 million to fund 802 new cops.Justice worked with Central American nations to arrest and charge 4,000 MS-13 members.Homeland rounded up nearly 800 MS-13 members, an 83 percent one-year increase.Signed three executive orders aimed at cracking down on international criminal organizations.Attorney General Jeff Sessions created new National Public Safety Partnership, a cooperative initiative with cities to reduce violent crimes.

Accountability

Trump has nominated 73 federal judges and won his nomination of Neil Gorsuch to the Supreme Court.Ordered ethical standards including a lobbying ban.Called for a comprehensive plan to reorganize the executive branch.Ordered an overhaul to modernize the digital government.Called for a full audit of the Pentagon and its spending.",0,2018-02-25 04:04:51,1,0,1,0,0,0,0,0,,,
"Combatting opioids

First, the president declared a Nationwide Public Health Emergency on opioids.His Council of Economic Advisors played a role in determining that overdoses are underreported by as much as 24 percent.The Department of Health and Human Services laid out a new five-point strategy to fight the crisis.Justice announced it was scheduling fentanyl substances as a drug class under the Controlled Substances Act.Justice started a fraud crackdown, arresting more than 400.The administration added $500 million to fight the crisis.On National Drug Take Back Day, the Drug Enforcement Agency collected 456 tons.

Protecting life

In his first week, Trump reinstated and expanded the Mexico City Policy that blocks some $9 billion in foreign aid being used for abortions.Worked with Congress on a bill overturning an Obama regulation that blocked states from defunding abortion providers.Published guidance to block Obamacare money from supporting abortion.

Helping veterans

Signed the Veterans Accountability and Whistleblower Protection Act to allow senior officials in the Department of Veterans Affairs to fire failing employees and establish safeguards to protect whistleblowers.Signed the Veterans Appeals Improvement and Modernization Act.Signed the Harry W. Colmery Veterans Educational Assistance Act, to provide support.Signed the VA Choice and Quality Employment Act of 2017 to authorize $2.1 billion in additional funds for the Veterans Choice Program.Created a VA hotline.Had the VA launch an online “Access and Quality Tool,” providing veterans with a way to access wait time and quality of care data.With VA Secretary Dr. David Shulkin, announced three initiatives to expand access to healthcare for veterans using telehealth technology.

Promoting peace through strength

Directed the rebuilding of the military and ordered a new national strategy and nuclear posture review.Worked to increase defense spending.Empowered military leaders to “seize the initiative and win,” reducing the need for a White House sign off on every mission.Directed the revival of the National Space Council to develop space war strategies.Elevated U.S. Cyber Command into a major warfighting command.Withdrew from the U.N. Global Compact on Migration, which Trump saw as a threat to borders.Imposed a travel ban on nations that lack border and anti-terrorism security.Saw ISIS lose virtually all of its territory.Pushed for strong action against global outlaw North Korea and its development of nuclear weapons.Announced a new Afghanistan strategy that strengthens support for U.S. forces at war with terrorism.NATO increased support for the war in Afghanistan.Approved a new Iran strategy plan focused on neutralizing the country’s influence in the region.Ordered missile strikes against a Syrian airbase used in a chemical weapons attack.Prevented subsequent chemical attacks by announcing a plan to detect them better and warned of future strikes if they were used.Ordered new sanctions on the dictatorship in Venezuela.

Restoring confidence in and respect for America

Trump won the release of Americans held abroad, often using his personal relationships with world leaders.Made good on a campaign promise to recognize Jerusalem as the capital of Israel.Conducted a historic 12-day trip through Asia, winning new cooperative deals. On the trip, he attended three regional summits to promote American interests.He traveled to the Middle East and Europe to build new relationships with leaders.Traveled to Poland and on to Germany for the G-20 meeting where he pushed again for funding of women entrepreneurs.",0,2018-02-25 04:05:37,1,0,1,0,0,0,0,0,,,
Compliments of the Washington Examiner site,0,2018-02-25 04:05:53,0,0,0,0,0,0,0,0,,,
So LIBS...shut up. You know nothing. Hillary's about to be jailed. So much is against her right now.,0,2018-02-25 04:06:29,1,1,0,0,0,0,0,0,,,
Oh and the Embassy will be moved to Jerusalem in May,0,2018-02-25 04:08:01,0,0,0,0,0,0,0,0,,,
Those are facts while you nitwit libs RESIST. Good luck with that. You're as dumb as a box of rocks. Losers. We are winning,0,2018-02-25 04:09:03,0,0,0,0,0,0,0,0,,,
"Mueller will be able to help Trumps vision. Trump the Snake laughing,  as he bites his Supporters with poisonous venom. Why did they think he was anything but a snake,  When Donny had been one his entire life. http://politicalpunchline.com/wp-content/uploads/2018/02/putin-buy-american-768x574.jpg",0,2018-02-25 06:22:46,0,0,0,0,0,0,0,0,,,
